date,pitcher,line,over_price,under_price,game,game_pk,role,expected_innings,bullpen_game,pitching_plan_reported,books,k_rate_season,recent_form_starts,recent_form_bf,bf_per_ip,recent_form_k_rate,recent_form_weight,opp_k_source,opp_lineup_k,opp_lineup_k_weighted,opp_lineup_k_resolved,opp_team_season_k,league_lineup_k,whiff_leverage,actual_k,ou_result,lean,lean_result,projection_raw,calibration_band,k_rate_used,opp_k_adjustment,calibration_bias,error_raw,abs_error_raw,error_corrected,abs_error_corrected,projection
08/15/2026,Justin Wrobleski,4.5,-160,134,Milwaukee Brewers @ Los Angeles Dodgers,823914,Traditional starter,6.1,false,false,6,0.1934,5,113,4.09,0.2301,0.361,lineup_unweighted_30d_posted,0.2645,0.2301,9,0.2192,0.2238,0.9537,6,O,1.27,W,5.77,<6,0.2066,1.182,0,0.23,0.23,0.23,0.23,5.77
08/15/2026,Randy Dobnak,3.5,132,-150,Kansas City Royals @ Los Angeles Angels,823990,Traditional starter,5.3,false,false,6,0.1242,5,112,4.25,0.1339,0.359,lineup_unweighted_30d_posted,0.2143,0.2251,9,0.2507,0.2238,1.0238,6,O,-0.7,L,2.8,<6,0.1277,0.9577,0,3.2,3.2,3.2,3.2,2.8
08/15/2026,Reid Detmers,6.5,115,-132,Kansas City Royals @ Los Angeles Angels,823990,Traditional starter,5.6,false,false,6,0.2816,5,102,4.1,0.3235,0.338,lineup_unweighted_30d_posted,0.1902,0.1823,9,0.2145,0.2238,0.9579,11,O,-0.94,L,5.56,<6,0.2958,0.8497,0,5.44,5.44,5.44,5.44,5.56
08/15/2026,MacKenzie Gore,6.5,130,-138,Texas Rangers @ Athletics,824966,Traditional starter,5.4,false,false,6,0.2614,5,122,4.25,0.2787,0.379,lineup_unweighted_30d_posted,0.2248,0.2054,9,0.2494,0.2238,1.057,5,U,-0.01,,6.49,6-7,0.268,1.0047,0,-1.49,1.49,-1.49,1.49,6.49
08/16/2026,Trevor Rogers,4.5,120,-132,Baltimore Orioles @ Tampa Bay Rays,822940,Traditional starter,5.5,false,false,6,0.2042,5,120,4.21,0.2583,0.375,lineup_unweighted_30d_posted,0.161,0.1765,9,0.1849,0.2276,0.88,6,O,-1.28,L,3.22,<6,0.2245,0.7076,0,2.78,2.78,2.78,2.78,3.22
08/16/2026,Freddy Peralta,6.5,130,-148,Baltimore Orioles @ Tampa Bay Rays,822940,Traditional starter,5.1,false,false,6,0.2147,5,107,4.48,0.1776,0.349,lineup_unweighted_30d_posted,0.2567,0.2504,9,0.2372,0.2276,1.0287,2,U,-1.13,W,5.37,<6,0.2017,1.1283,0,-3.37,3.37,-3.37,3.37,5.37
08/16/2026,Patrick Sandoval,4.5,-150,120,Boston Red Sox @ Pittsburgh Pirates,823344,Traditional starter,4.9,false,false,6,0.2188,5,118,4.71,0.2119,0.371,lineup_unweighted_30d_posted,0.3018,0.3006,8,0.2571,0.2276,1.1015,6,O,1.9,W,7.22,>=7,0.2162,1.3262,-0.82,-1.22,1.22,-0.4,0.4,6.4
08/16/2026,Michael Soroka,4.5,-104,-110,Arizona Diamondbacks @ Atlanta Braves,824880,Traditional starter,5.4,false,false,6,0.2347,5,95,4.08,0.2316,0.322,lineup_unweighted_30d_posted,0.2336,0.2296,9,0.2177,0.2276,1.0284,5,O,0.94,W,5.44,<6,0.2337,1.0264,0,-0.44,0.44,-0.44,0.44,5.44
08/16/2026,Bryce Elder,3.5,-130,118,Arizona Diamondbacks @ Atlanta Braves,824880,Traditional starter,5.7,false,false,6,0.1952,5,122,4.21,0.1885,0.379,lineup_unweighted_30d_posted,0.1833,0.179,9,0.1993,0.2276,0.88,5,O,-0.21,,3.29,<6,0.1926,0.8056,0,1.71,1.71,1.71,1.71,3.29
08/16/2026,Ryan Weathers,4.5,-142,125,New York Yankees @ Toronto Blue Jays,822774,Traditional starter,5.6,false,false,6,0.2541,5,119,4.11,0.2101,0.373,lineup_unweighted_30d_posted,0.1891,0.1777,8,0.2091,0.2276,0.9762,4,U,-0.07,,4.43,<6,0.2377,0.8311,0,-0.43,0.43,-0.43,0.43,4.43
08/16/2026,Dylan Cease,8.5,100,-110,New York Yankees @ Toronto Blue Jays,822774,Traditional starter,6,false,false,6,0.3635,5,126,4.02,0.3651,0.387,lineup_unweighted_30d_posted,0.2423,0.2445,9,0.2449,0.2276,1.0285,10,O,0.27,,9.59,>=7,0.3641,1.0649,-0.82,0.41,0.41,1.23,1.23,8.77
08/16/2026,Jake Irvin,4.5,136,-155,Washington Nationals @ New York Mets,823590,Traditional starter,4.8,false,false,6,0.23,5,101,4.39,0.2079,0.336,lineup_unweighted_30d_posted,0.2439,0.2404,9,0.225,0.2276,0.9461,6,O,0.21,,4.71,<6,0.2226,1.0719,0,1.29,1.29,1.29,1.29,4.71
08/16/2026,Christian Scott,5.5,-115,115,Washington Nationals @ New York Mets,823590,Traditional starter,4.7,false,false,6,0.2861,5,114,4.33,0.2895,0.363,lineup_unweighted_30d_posted,0.2111,0.2194,9,0.2076,0.2276,0.9898,7,O,-0.12,,5.38,<6,0.2873,0.9278,0,1.62,1.62,1.62,1.62,5.38
08/16/2026,Casey Mize,4.5,132,-161,San Diego Padres @ Cleveland Guardians,824397,Traditional starter,5.2,false,false,6,0.2348,5,92,4.01,0.1739,0.315,lineup_unweighted_30d_posted,0.1882,0.1862,9,0.2144,0.2276,0.88,3,U,-1.23,W,3.27,<6,0.2156,0.827,0,-0.27,0.27,-0.27,0.27,3.27
08/16/2026,Tanner Bibee,4.5,117,-113,San Diego Padres @ Cleveland Guardians,824397,Traditional starter,5.7,false,false,6,0.1903,5,116,4.07,0.1897,0.367,lineup_unweighted_30d_posted,0.1833,0.1798,9,0.2183,0.2276,1.0127,3,U,-0.93,W,3.57,<6,0.1901,0.8053,0,-0.57,0.57,-0.57,0.57,3.57
08/16/2026,Sean Burke,5.5,-120,101,Chicago White Sox @ Detroit Tigers,824236,Traditional starter,5.5,false,false,6,0.2697,5,113,4.08,0.3009,0.361,lineup_unweighted_30d_posted,0.1936,0.1946,8,0.2248,0.2276,0.88,2,U,-0.8,W,4.7,<6,0.281,0.851,0,-2.7,2.7,-2.7,2.7,4.7
08/16/2026,Drew Anderson,4.5,110,-127,Chicago White Sox @ Detroit Tigers,824236,Limited starter,4,false,false,6,0.2661,5,81,4.28,0.2593,0.288,lineup_unweighted_30d_posted,0.2411,0.2457,9,0.2366,0.2276,1.0113,5,O,0.35,,4.85,<6,0.2641,1.0595,0,0.15,0.15,0.15,0.15,4.85
08/16/2026,Nick Lodolo,4.5,-120,100,Miami Marlins @ Cincinnati Reds,824477,Traditional starter,5.1,false,false,6,0.1804,5,105,4.41,0.181,0.344,lineup_unweighted_30d_posted,0.2398,0.2075,9,0.2314,0.2276,0.8813,2,U,-0.71,W,3.79,<6,0.1806,1.0538,0,-1.79,1.79,-1.79,1.79,3.79
08/16/2026,Andrew Painter,3.5,-134,110,Philadelphia Phillies @ Minnesota Twins,823670,Traditional starter,4.7,false,false,6,0.1854,5,98,4.49,0.2143,0.329,lineup_unweighted_30d_posted,0.2249,0.212,9,0.2113,0.2276,1,2,U,0.57,,4.07,<6,0.1949,0.9884,0,-2.07,2.07,-2.07,2.07,4.07
08/16/2026,Dean Kremer,4.5,120,-132,Philadelphia Phillies @ Minnesota Twins,823670,Traditional starter,5.3,false,false,6,0.2442,5,114,4.07,0.2105,0.363,lineup_unweighted_30d_posted,0.1834,0.1839,9,0.2246,0.2276,0.9041,6,O,-0.83,L,3.67,<6,0.232,0.8062,0,2.33,2.33,2.33,2.33,3.67
08/16/2026,Hunter Dobbins,3.5,-128,110,St. Louis Cardinals @ Chicago Cubs,824642,Traditional starter,5.1,false,false,6,0.2311,5,115,4.24,0.2261,0.365,lineup_unweighted_30d_posted,0.2431,0.2333,9,0.2172,0.2276,0.9429,7,O,1.54,W,5.04,<6,0.2293,1.0684,0,1.96,1.96,1.96,1.96,5.04
08/16/2026,Edward Cabrera,4.5,139,-158,St. Louis Cardinals @ Chicago Cubs,824642,Traditional starter,5.1,false,false,6,0.2036,5,102,4.33,0.1961,0.338,lineup_unweighted_30d_posted,0.176,0.1952,9,0.2125,0.2276,0.915,2,U,-1.38,W,3.12,<6,0.2011,0.7735,0,-1.12,1.12,-1.12,1.12,3.12
08/16/2026,Gabriel Hughes,3.5,-160,129,Colorado Rockies @ San Francisco Giants,823182,Traditional starter,5,false,false,6,0.2012,5,107,4.35,0.1776,0.349,lineup_unweighted_30d_posted,0.2283,0.2105,9,0.2015,0.2276,1.0015,2,U,0.68,,4.18,<6,0.193,1.0032,0,-2.18,2.18,-2.18,2.18,4.18
08/16/2026,Blade Tidwell,4.5,-115,-105,Colorado Rockies @ San Francisco Giants,823182,Traditional starter,5,false,false,6,0.1818,3,63,4.07,0.1587,0.24,lineup_unweighted_30d_posted,0.3293,0.2155,9,0.2177,0.2276,1.0278,1,U,0.84,L,5.34,<6,0.1763,1.4471,0,-4.34,4.34,-4.34,4.34,5.34
08/16/2026,Cody Bradford,4.5,132,-148,Texas Rangers @ Athletics,824965,Traditional starter,5.1,false,false,6,0.1538,3,65,4.24,0.1538,0.245,lineup_unweighted_30d_posted,0.2222,0.2017,8,0.2486,0.2276,1.0855,4,U,-0.97,W,3.53,<6,0.1538,0.9763,0,0.47,0.47,0.47,0.47,3.53
08/16/2026,Jacob Lopez,4.5,-130,112,Texas Rangers @ Athletics,824965,Traditional starter,4.6,false,false,6,0.2041,5,110,4.51,0.2818,0.355,lineup_unweighted_30d_posted,0.2393,0.2567,9,0.2467,0.2276,1.0819,6,O,0.95,W,5.45,<6,0.2317,1.0518,0,0.55,0.55,0.55,0.55,5.45
08/16/2026,Noah Cameron,5.5,-150,128,Kansas City Royals @ Los Angeles Angels,823991,Traditional starter,5.6,false,false,6,0.2123,5,123,4.21,0.1789,0.381,lineup_unweighted_30d_posted,0.3072,0.2898,9,0.2557,0.2276,1.0952,8,O,1.43,W,6.93,6-7,0.1996,1.3501,0,1.07,1.07,1.07,1.07,6.93
08/16/2026,Ryan Johnson,3.5,-154,131,Kansas City Royals @ Los Angeles Angels,823991,Traditional starter,4.6,false,false,6,0.1734,5,102,4.49,0.1667,0.338,lineup_unweighted_30d_posted,0.2064,0.2092,9,0.2102,0.2276,1.0004,4,O,-0.28,,3.22,<6,0.1711,0.9072,0,0.78,0.78,0.78,0.78,3.22
08/16/2026,Logan Henderson,5.5,108,-120,Milwaukee Brewers @ Los Angeles Dodgers,823912,Traditional starter,5.1,false,false,6,0.316,5,102,3.81,0.3431,0.338,lineup_unweighted_30d_posted,0.2262,0.2126,9,0.2073,0.2276,0.9497,6,O,0.41,,5.91,<6,0.3252,0.9939,0,0.09,0.09,0.09,0.09,5.91
08/16/2026,Tarik Skubal,7.5,110,-136,Milwaukee Brewers @ Los Angeles Dodgers,823912,Traditional starter,5.9,false,false,6,0.298,5,121,3.93,0.281,0.377,lineup_unweighted_30d_posted,0.2874,0.2323,9,0.2198,0.2276,0.9968,7,U,0.24,,8.56,>=7,0.2916,1.263,-0.82,-1.56,1.56,-0.74,0.74,7.74
08/16/2026,Bryan Woo,5.5,-110,-104,Seattle Mariners @ Houston Astros,824156,Traditional starter,5.8,false,false,6,0.244,5,117,4.09,0.2564,0.369,lineup_unweighted_30d_posted,0.1629,0.1725,9,0.2159,0.2276,0.9454,4,U,-1.54,W,3.96,<6,0.2486,0.7158,0,0.04,0.04,0.04,0.04,3.96
08/16/2026,Hunter Brown,5.5,-111,-102,Seattle Mariners @ Houston Astros,824156,Traditional starter,5.3,false,false,6,0.2491,5,116,4.23,0.2414,0.367,lineup_unweighted_30d_posted,0.2313,0.1987,9,0.2251,0.2276,1.006,5,U,0.14,,5.64,<6,0.2462,1.0165,0,-0.64,0.64,-0.64,0.64,5.64
08/17/2026,Andre Pallante,4.5,-108,-115,St. Louis Cardinals @ Cincinnati Reds,824478,Traditional starter,5.7,false,false,2,0.1707,5,116,4.15,0.1724,0.367,lineup_unweighted_30d_posted,0.2728,0.2663,9,0.2553,0.2241,1.068,5,O,0.88,W,5.22,<6,0.1713,1.2173,0.16,-0.22,0.22,-0.38,0.38,5.38
08/17/2026,Rhett Lowder,4.5,122,-156,St. Louis Cardinals @ Cincinnati Reds,824478,Traditional starter,4.9,false,false,2,0.182,5,106,4.48,0.1698,0.346,lineup_unweighted_30d_posted,0.2029,0.1901,9,0.2129,0.2241,0.9246,5,O,-1.1,L,3.24,<6,0.1778,0.9054,0.16,1.76,1.76,1.6,1.6,3.4
08/17/2026,Brandon Young,3.5,-132,115,Baltimore Orioles @ Tampa Bay Rays,822939,Traditional starter,5.7,false,false,6,0.191,5,124,4.28,0.2097,0.383,lineup_unweighted_30d_posted,0.1805,0.1766,9,0.1892,0.2241,0.88,3,U,0.08,,3.42,<6,0.1981,0.8054,0.16,-0.42,0.42,-0.58,0.58,3.58
08/17/2026,Shane McClanahan,4.5,-115,100,Baltimore Orioles @ Tampa Bay Rays,822939,Traditional starter,5,false,false,6,0.2225,5,97,4.13,0.1856,0.327,lineup_unweighted_30d_posted,0.2586,0.2485,9,0.2564,0.2241,1.0638,3,U,0.94,L,5.28,<6,0.2104,1.154,0.16,-2.28,2.28,-2.44,2.44,5.44
08/17/2026,Janson Junk,3.5,135,-155,Miami Marlins @ Philadelphia Phillies,823427,Traditional starter,5.2,false,false,6,0.1716,5,97,4.25,0.1649,0.327,lineup_unweighted_30d_posted,0.1805,0.1815,9,0.2246,0.2241,0.9355,2,U,-0.54,,2.8,<6,0.1694,0.8054,0.16,-0.8,0.8,-0.96,0.96,2.96
08/17/2026,Framber Valdez,5.5,116,-143,Detroit Tigers @ Pittsburgh Pirates,823343,Traditional starter,5.5,false,false,6,0.1806,5,118,4.41,0.161,0.371,lineup_unweighted_30d_posted,0.2644,0.2701,9,0.2552,0.2241,1.1071,5,U,0.2,,5.54,<6,0.1733,1.1798,0.16,-0.54,0.54,-0.7,0.7,5.7
08/17/2026,Carmen Mlodzinski,2.5,-162,133,Detroit Tigers @ Pittsburgh Pirates,823343,Limited starter,4.5,false,false,6,0.1801,5,95,4.34,0.0632,0.322,lineup_unweighted_30d_posted,0.2181,0.1854,9,0.2248,0.2241,0.88,3,O,0.22,,2.56,<6,0.1531,0.9734,0.16,0.44,0.44,0.28,0.28,2.72
08/17/2026,Mitch Bratt,3.5,-142,114,Arizona Diamondbacks @ Boston Red Sox,824725,Traditional starter,4.8,false,false,6,0.1748,5,115,4.25,0.1913,0.365,lineup_unweighted_30d_posted,0.2232,0.2049,8,0.2169,0.2241,0.9787,0,U,0.26,,3.6,<6,0.1808,0.9962,0.16,-3.6,3.6,-3.76,3.76,3.76
08/17/2026,Walker Buehler,3.5,-148,125,San Diego Padres @ New York Mets,823589,Traditional starter,4.8,false,false,6,0.2012,5,109,4.35,0.1743,0.353,lineup_unweighted_30d_posted,0.2625,0.2538,9,0.225,0.2241,0.9654,4,O,1.15,W,4.49,<6,0.1917,1.1714,0.16,-0.49,0.49,-0.65,0.65,4.65
08/17/2026,Nolan McLean,5.5,-147,120,San Diego Padres @ New York Mets,823589,Traditional starter,5.7,false,false,6,0.2799,5,120,4.16,0.2833,0.375,lineup_unweighted_30d_posted,0.1737,0.1746,9,0.2171,0.2241,1.0012,3,U,-0.17,,5.17,<6,0.2812,0.7754,0.16,-2.17,2.17,-2.33,2.33,5.33
08/17/2026,Mason Barnett,3.5,114,-139,Athletics @ Kansas City Royals,824077,Limited starter,4.4,false,false,6,0.2156,3,62,4.39,0.2097,0.237,lineup_unweighted_30d_posted,0.2087,0.2117,8,0.2103,0.2241,0.9548,2,U,0.38,,3.72,<6,0.2142,0.9316,0.16,-1.72,1.72,-1.88,1.88,3.88
08/17/2026,Michael Wacha,4.5,103,-125,Athletics @ Kansas City Royals,824077,Traditional starter,6.3,false,false,6,0.1912,5,125,4.06,0.168,0.385,lineup_unweighted_30d_posted,0.1859,0.1818,9,0.2153,0.2241,0.9819,3,U,-0.55,,3.79,<6,0.1823,0.8294,0.16,-0.79,0.79,-0.95,0.95,3.95
08/17/2026,Bailey Ober,3.5,100,-119,Atlanta Braves @ Minnesota Twins,823668,Traditional starter,5.5,false,false,6,0.1614,5,115,4.19,0.1391,0.365,lineup_unweighted_30d_posted,0.2149,0.2109,9,0.2177,0.2241,0.9357,4,O,-0.17,,3.17,<6,0.1533,0.9593,0.16,0.83,0.83,0.67,0.67,3.33
08/17/2026,Luis Castillo,4.5,-115,100,Chicago White Sox @ Chicago Cubs,824641,Traditional starter,5.2,false,false,6,0.2087,5,119,4.37,0.2017,0.373,lineup_unweighted_30d_projected_regulars,0.2302,0.2283,9,0.2179,0.2241,0.9619,1,U,0.32,,4.66,<6,0.2061,1.0272,0.16,-3.66,3.66,-3.82,3.82,4.82
08/17/2026,Shota Imanaga,5.5,-122,110,Chicago White Sox @ Chicago Cubs,824641,Traditional starter,5.7,false,false,6,0.2347,5,116,4.03,0.2155,0.367,lineup_unweighted_30d_posted,0.2332,0.232,9,0.2442,0.2241,0.9688,10,O,-0.04,,5.3,<6,0.2276,1.0405,0.16,4.7,4.7,4.54,4.54,5.46
08/17/2026,Tomoyuki Sugano,2.5,-152,136,Los Angeles Dodgers @ Colorado Rockies,824320,Traditional starter,5.4,false,false,6,0.1392,5,116,4.17,0.1552,0.367,lineup_unweighted_30d_posted,0.2037,0.2072,9,0.2074,0.2241,0.9901,3,O,0.61,,2.95,<6,0.1451,0.9091,0.16,0.05,0.05,-0.11,0.11,3.11
08/17/2026,Blake Snell,6.5,-148,117,Los Angeles Dodgers @ Colorado Rockies,,,,,,6,,,,,,,,,,,,,,5,U,,,,,,,,,,,,
08/18/2026,Shane Baz,5.5,-142,120,New York Yankees @ Baltimore Orioles,824803,Traditional starter,5.8,false,false,6,0.204,5,116,4.29,0.1983,0.367,lineup_unweighted_30d_posted,0.2603,0.265,9,0.2449,0.2234,1.0455,10,O,0.63,,6.13,6-7,0.2019,1.1655,0,3.87,3.87,3.87,3.87,6.13
08/18/2026,Andrew Abbott,4.5,105,-126,St. Louis Cardinals @ Cincinnati Reds,824475,Traditional starter,5.3,false,false,5,0.1765,5,121,4.35,0.1488,0.377,lineup_unweighted_30d_posted,0.2193,0.199,9,0.1828,0.2234,0.9052,6,O,-1.09,L,3.41,<6,0.166,0.9819,0,2.59,2.59,2.59,2.59,3.41
08/18/2026,Kyle Leahy,5.5,105,-120,St. Louis Cardinals @ Cincinnati Reds,824475,Traditional starter,5.1,false,false,5,0.2108,5,110,4.24,0.2727,0.355,lineup_unweighted_30d_posted,0.2785,0.2747,9,0.2552,0.2234,1.0796,6,O,1.29,W,6.79,6-7,0.2328,1.247,0,-0.79,0.79,-0.79,0.79,6.79
08/18/2026,Carson Whisenhunt,3.5,-115,-107,San Francisco Giants @ Cleveland Guardians,824398,Traditional starter,4.7,false,false,5,0.1692,5,107,4.64,0.1869,0.349,lineup_unweighted_30d_posted,0.1978,0.1959,9,0.2259,0.2234,0.9198,1,U,-0.4,,3.1,<6,0.1754,0.8856,0,-2.1,2.1,-2.1,2.1,3.1
08/18/2026,Foster Griffin,5.5,-112,-105,San Francisco Giants @ Cleveland Guardians,824398,Traditional starter,5.8,false,false,5,0.2208,5,121,4.09,0.1322,0.377,lineup_unweighted_30d_posted,0.2291,0.2316,9,0.2271,0.2234,1.0041,6,O,-0.94,L,4.56,<6,0.1877,1.0259,0,1.44,1.44,1.44,1.44,4.56
08/18/2026,Keider Montero,3.5,-135,122,Detroit Tigers @ Pittsburgh Pirates,823341,Traditional starter,5.7,false,false,5,0.167,5,116,4,0.1379,0.367,lineup_unweighted_30d_posted,0.2583,0.2746,8,0.2358,0.2234,1.0856,3,U,0.99,L,4.49,<6,0.1563,1.1563,0,-1.49,1.49,-1.49,1.49,4.49
08/18/2026,Braxton Ashcraft,5.5,-120,104,Detroit Tigers @ Pittsburgh Pirates,823341,Traditional starter,5.9,false,false,5,0.27,5,113,4.06,0.2389,0.361,lineup_unweighted_30d_posted,0.1988,0.178,9,0.2235,0.2234,0.8825,4,U,-0.64,,4.86,<6,0.2588,0.8901,0,-0.86,0.86,-0.86,0.86,4.86
08/18/2026,Zack Wheeler,7.5,120,-136,Miami Marlins @ Philadelphia Phillies,823423,Traditional starter,5.8,false,false,6,0.3018,5,99,3.94,0.2929,0.331,lineup_unweighted_30d_posted,0.2393,0.2184,9,0.2114,0.2234,0.8983,7,U,-0.97,W,6.53,6-7,0.2988,1.0714,0,0.47,0.47,0.47,0.47,6.53
08/18/2026,Nick Martinez,3.5,117,-136,Toronto Blue Jays @ Tampa Bay Rays,822938,Traditional starter,6,false,false,6,0.1413,5,124,4,0.129,0.383,lineup_unweighted_30d_posted,0.1965,0.1807,9,0.19,0.2234,0.9953,5,O,-0.63,,2.87,<6,0.1366,0.8799,0,2.13,2.13,2.13,2.13,2.87
08/18/2026,Merrill Kelly,3.5,-125,110,Arizona Diamondbacks @ Boston Red Sox,824723,Traditional starter,5.7,false,false,6,0.1513,5,110,4.34,0.1818,0.355,lineup_unweighted_30d_posted,0.1861,0.197,9,0.2168,0.2234,0.9954,2,U,-0.19,,3.31,<6,0.1621,0.8331,0,-1.31,1.31,-1.31,1.31,3.31
08/18/2026,Ranger Suarez,4.5,-102,-105,Arizona Diamondbacks @ Boston Red Sox,824723,Traditional starter,5.1,false,false,6,0.2472,5,84,4.12,0.2143,0.296,lineup_unweighted_30d_posted,0.2613,0.1821,9,0.1751,0.2234,0.88,3,U,0.68,,5.18,<6,0.2375,1.1697,0,-2.18,2.18,-2.18,2.18,5.18
08/18/2026,Robbie Ray,4.5,-113,100,San Diego Padres @ New York Mets,823586,Traditional starter,5.4,false,false,6,0.204,5,111,4.21,0.2072,0.357,lineup_unweighted_30d_posted,0.246,0.249,8,0.2325,0.2234,0.9557,4,U,0.45,,4.95,<6,0.2051,1.1016,0,-0.95,0.95,-0.95,0.95,4.95
08/18/2026,Tyler Mahle,4.5,-113,-106,Atlanta Braves @ Minnesota Twins,823667,Traditional starter,5.3,false,false,6,0.2344,5,111,4.2,0.2883,0.357,lineup_unweighted_30d_posted,0.1989,0.1944,9,0.2114,0.2234,0.9597,3,U,0.35,,4.85,<6,0.2536,0.8905,0,-1.85,1.85,-1.85,1.85,4.85
08/18/2026,Zebby Matthews,4.5,103,-123,Atlanta Braves @ Minnesota Twins,823667,Traditional starter,5.7,false,false,6,0.199,5,112,4.25,0.2054,0.359,lineup_unweighted_30d_posted,0.2465,0.2254,9,0.2179,0.2234,0.9903,4,U,0.82,L,5.32,<6,0.2013,1.1035,0,-1.32,1.32,-1.32,1.32,5.32
08/18/2026,Kyle Harrison,5.5,-157,135,Seattle Mariners @ Milwaukee Brewers,823749,Traditional starter,4.9,false,false,5,0.2969,5,94,4.11,0.2872,0.32,lineup_unweighted_30d_posted,0.2048,0.1923,9,0.2395,0.2234,1.0058,8,O,-0.03,,5.47,<6,0.2938,0.9167,0,2.53,2.53,2.53,2.53,5.47
08/18/2026,Bryce Miller,5.5,126,-154,Seattle Mariners @ Milwaukee Brewers,823749,Traditional starter,5.7,false,false,6,0.2538,5,116,3.89,0.1638,0.367,lineup_unweighted_30d_posted,0.2326,0.2315,9,0.2155,0.2234,1.0453,3,U,-0.15,,5.35,<6,0.2207,1.0414,0,-2.35,2.35,-2.35,2.35,5.35
08/18/2026,Kevin Gausman,6.5,121,-138,Chicago White Sox @ Chicago Cubs,824639,Traditional starter,5.6,false,false,6,0.2347,5,118,4.23,0.1864,0.371,lineup_unweighted_30d_posted,0.2459,0.2514,9,0.2368,0.2234,1.0865,5,U,-0.4,,6.1,6-7,0.2168,1.101,0,-1.1,1.1,-1.1,1.1,6.1
08/18/2026,Cal Quantrill,3.5,-115,100,Washington Nationals @ Texas Rangers,822859,Traditional starter,4.7,false,false,6,0.1644,5,111,4.22,0.1892,0.357,lineup_unweighted_30d_posted,0.2271,0.2265,9,0.2076,0.2234,0.989,5,O,-0.07,,3.43,<6,0.1733,1.0167,0,1.57,1.57,1.57,1.57,3.43
08/18/2026,Jackson Kent,4.5,134,-153,Washington Nationals @ Texas Rangers,,,,,,6,,,,,,,,,,,,,,3,U,,,,,,,,,,,,
08/18/2026,George Klassen,4.5,127,-150,Los Angeles Angels @ Houston Astros,,,,,,6,,,,,,,,,,,,,,7,O,,,,,,,,,,,,
08/18/2026,Cristian Javier,4.5,-112,-106,Los Angeles Angels @ Houston Astros,824154,Limited starter,3.9,false,false,6,0.1678,5,91,4.61,0.1209,0.313,lineup_unweighted_30d_posted,0.2136,0.2242,9,0.2504,0.2234,0.9877,5,O,-1.91,L,2.59,<6,0.1531,0.9562,0,2.41,2.41,2.41,2.41,2.59
08/18/2026,Ryan Feltner,3.5,119,-141,Los Angeles Dodgers @ Colorado Rockies,824319,Traditional starter,4.8,false,false,6,0.1597,5,115,4.39,0.1217,0.365,lineup_unweighted_30d_posted,0.1963,0.1991,9,0.2061,0.2234,0.9839,3,U,-0.82,W,2.68,<6,0.1458,0.8791,0,0.32,0.32,0.32,0.32,2.68
08/18/2026,Eric Lauer,3.5,-125,108,Los Angeles Dodgers @ Colorado Rockies,824319,Traditional starter,5.1,false,false,6,0.1514,5,117,4.23,0.1624,0.369,lineup_unweighted_30d_posted,0.2403,0.2113,9,0.247,0.2234,1.0214,6,O,0.22,,3.72,<6,0.1555,1.0758,0,2.28,2.28,2.28,2.28,3.72
08/19/2026,Paul Skenes,6.5,136,-162,Detroit Tigers @ Pittsburgh Pirates,823342,Traditional starter,5.3,false,false,5,0.2984,5,108,4.12,0.3056,0.351,lineup_unweighted_30d_posted,0.183,0.1827,9,0.2231,0.2206,0.9157,5,U,-1.46,W,5.04,<6,0.3009,0.8294,0,-0.04,0.04,-0.04,0.04,5.04
08/19/2026,Michael King,4.5,120,-165,San Diego Padres @ New York Mets,823587,Traditional starter,5.7,false,false,1,0.2098,5,119,4.09,0.2101,0.373,lineup_unweighted_30d_posted,0.236,0.2368,9,0.2245,0.2206,0.9921,4,U,0.73,L,5.23,<6,0.2099,1.0697,0,-1.23,1.23,-1.23,1.23,5.23
08/19/2026,Robert Stock,3.5,-139,120,San Diego Padres @ New York Mets,823587,Limited starter,4.2,false,false,6,0.2346,4,81,4.8,0.2346,0.288,lineup_unweighted_30d_posted,0.187,0.1827,9,0.217,0.2206,1.0272,6,O,0.59,,4.09,<6,0.2346,0.8479,0,1.91,1.91,1.91,1.91,4.09
08/19/2026,Taj Bradley,5.5,-132,108,Atlanta Braves @ Minnesota Twins,823664,Traditional starter,5.6,false,false,5,0.2638,5,118,4.26,0.2458,0.371,lineup_unweighted_30d_posted,0.2362,0.2336,9,0.22,0.2206,1.0473,7,O,1.41,W,6.91,6-7,0.2571,1.0708,0,0.09,0.09,0.09,0.09,6.91
08/19/2026,Clay Holmes,3.5,125,-170,Chicago White Sox @ Chicago Cubs,824640,Traditional starter,5.7,false,false,1,0.1799,5,110,4.05,0.1727,0.355,lineup_unweighted_30d_posted,0.248,0.2503,9,0.2352,0.2206,1.0504,1,U,1.35,L,4.85,<6,0.1773,1.1241,0,-3.85,3.85,-3.85,3.85,4.85
08/19/2026,Brandon Pfaadt,8.5,135,-185,Arizona Diamondbacks @ Boston Red Sox,824722,Traditional starter,5.9,false,false,1,0.1712,5,123,4.1,0.1951,0.381,lineup_unweighted_30d_posted,0.1864,0.1979,9,0.2153,0.2206,1.0088,8,U,-4.77,W,3.73,<6,0.1803,0.8451,0,4.27,4.27,4.27,4.27,3.73
